latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight
28.49807,97.02458,332.79,0.5,0.41,2026-08-31,631,N,VIIRS,n,2.0NRT,292.86,5.45,D
6.74823,81.75127,333.23,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,303.36,2.28,D
6.99914,81.59812,345.91,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.0,4.66,D
6.99967,81.60159,335.33,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.99,5.33,D
7.00193,81.59413,340.51,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.28,4.66,D
7.00246,81.59761,349.4,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,309.62,4.66,D
7.00911,81.5966,334.53,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,307.12,4.34,D
7.07676,81.82498,341.21,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,304.24,3.59,D
7.09931,80.83875,330.54,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.51,3.8,D
7.17094,81.64171,345.22,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.2,8.79,D
7.1865,81.38634,339.42,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.35,4.57,D
7.32466,81.76436,343.9,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,297.2,4.49,D
7.33384,81.80244,340.74,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.22,3.07,D
7.43173,81.31496,330.4,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,294.08,2.02,D
7.4614,80.99762,354.52,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,299.46,24.03,D
7.47357,81.65829,346.07,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,297.84,9.86,D
7.52729,80.8979,334.5,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.55,2.18,D
7.60614,81.15155,339.35,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,301.8,8.72,D
7.65419,81.40054,335.93,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.53,2.94,D
7.70496,81.42134,340.73,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,303.38,6.93,D
7.73714,79.95287,335.15,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,299.09,3.4,D
7.73915,79.95213,345.5,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,299.7,5.01,D
7.8739,80.07893,348.7,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.08,5.31,D
7.87699,80.62096,331.9,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,302.63,2.86,D
7.88657,80.13833,345.81,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.14,7.77,D
7.88696,80.61943,341.73,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,302.18,3.88,D
7.92286,81.40872,341.88,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.16,4.75,D
7.94071,81.30248,345.2,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.84,20.34,D
7.94124,81.30596,352.39,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,313.67,20.34,D
7.94297,81.295,350.67,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,310.0,80.22,D
7.94403,81.30197,352.31,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,313.41,20.34,D
7.94456,81.30545,367.0,0.39,0.36,2026-08-31,807,N,VIIRS,h,2.0NRT,311.43,20.34,D
7.95897,80.09814,338.14,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,304.5,3.06,D
7.96847,80.62367,334.81,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,303.21,2.45,D
7.99786,80.37258,332.12,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,305.98,6.58,D
7.9984,80.37608,349.28,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.42,6.58,D
8.01197,81.41592,340.12,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.95,4.35,D
8.03437,80.19405,338.36,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.27,6.16,D
8.08878,80.19277,344.37,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.52,5.01,D
8.14198,79.99303,337.81,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,303.02,3.1,D
8.2525,80.51107,330.03,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,304.77,2.72,D
8.26829,80.17477,333.76,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,308.72,2.7,D
8.28108,80.16919,341.22,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,309.37,3.83,D
8.29091,80.21081,346.43,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.56,5.81,D
8.30053,80.16256,339.1,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.91,3.66,D
8.30774,80.12835,332.31,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.22,2.95,D
8.31053,80.29387,334.22,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,305.49,1.4,D
8.34692,80.20496,336.99,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,309.9,3.86,D
8.34746,80.20847,336.17,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,309.73,3.85,D
8.35775,80.80066,337.97,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.22,8.27,D
8.36229,81.05286,337.65,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.94,6.7,D
8.3721,80.43393,336.87,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,304.21,6.87,D
8.3754,81.1614,336.39,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,307.17,3.98,D
8.37858,80.18925,336.53,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,308.88,4.28,D
8.38648,80.15206,334.03,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,304.84,4.9,D
8.38703,80.15557,346.01,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,310.23,4.9,D
8.4223,81.09,340.12,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.14,3.98,D
8.42869,80.62504,341.14,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.86,5.61,D
8.4316,80.79919,341.2,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,309.0,6.05,D
8.43458,80.5528,331.43,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,304.61,2.47,D
8.44716,80.87873,338.83,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.9,7.37,D
8.4479,80.75037,335.29,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,308.52,3.6,D
8.46928,80.77913,346.94,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.83,7.93,D
8.47334,80.16677,342.12,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,309.88,7.33,D
8.47485,80.77115,331.63,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,303.02,1.53,D
8.47952,80.82387,331.96,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,303.15,4.13,D
8.48646,80.36195,333.66,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.36,2.3,D
8.49225,80.81834,353.12,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,310.05,11.16,D
8.49849,80.39584,331.59,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,303.07,2.61,D
8.49889,80.81732,341.45,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.32,4.41,D
8.51151,80.56882,332.96,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.44,4.3,D
8.51499,80.74651,334.79,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,309.49,9.52,D
8.5192,80.46411,331.95,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,300.33,2.27,D
8.55709,80.62238,336.88,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.97,5.71,D
8.55763,80.62587,339.42,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.82,7.3,D
8.56241,80.85677,347.43,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,309.81,6.27,D
8.57523,80.74078,334.55,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,302.39,0.92,D
8.5921,80.41267,348.81,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.67,9.48,D
8.59252,80.60977,336.11,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,302.77,3.19,D
8.59517,80.82677,344.09,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.19,24.38,D
8.61153,80.51681,338.01,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.3,5.45,D
8.6128,80.70208,334.35,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,307.32,4.65,D
8.61921,81.14049,350.21,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,312.03,9.6,D
8.6213,80.7978,348.51,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.04,6.63,D
8.62135,80.97601,335.68,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,304.01,1.17,D
8.62952,80.56754,333.65,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,303.3,3.18,D
8.63006,80.57103,332.78,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,301.35,2.36,D
8.63045,80.70648,339.82,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.42,4.17,D
8.63466,80.53464,338.93,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.44,3.24,D
8.6401,80.65864,339.77,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,303.83,15.49,D
8.65994,80.76608,334.64,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,305.82,2.09,D
8.66698,80.36886,337.97,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.33,3.35,D
8.67386,80.74609,338.19,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.61,6.91,D
8.68129,81.15162,341.5,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,311.49,6.41,D
8.6821,80.75552,349.96,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,308.89,5.09,D
8.74873,80.32748,338.49,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.13,3.57,D
8.78987,80.99559,343.59,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.86,12.29,D
8.80894,80.39244,341.51,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.81,3.36,D
8.85911,80.74155,349.7,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,311.49,16.02,D
8.90582,80.40517,338.33,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,305.91,4.3,D
8.91568,80.42508,341.63,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,314.07,28.96,D
8.97013,80.69147,345.28,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,311.26,6.62,D
8.9767,80.37984,336.51,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,308.02,6.26,D
8.97723,80.38334,337.39,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,307.43,6.26,D
9.02789,77.86799,345.65,0.45,0.39,2026-08-31,807,N,VIIRS,n,2.0NRT,311.04,11.75,D
9.04133,80.45132,367.0,0.38,0.36,2026-08-31,807,N,VIIRS,h,2.0NRT,312.33,19.68,D
9.11122,80.50833,339.2,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,310.26,5.42,D
9.17411,80.12911,332.22,0.39,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,306.33,2.97,D
9.17741,78.13036,346.2,0.43,0.38,2026-08-31,807,N,VIIRS,n,2.0NRT,304.75,6.86,D
9.18498,80.30385,347.17,0.39,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,313.38,6.16,D
9.19589,80.66298,337.37,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,309.9,1.84,D
9.22821,77.66577,339.43,0.45,0.39,2026-08-31,807,N,VIIRS,l,2.0NRT,303.45,16.19,D
9.26766,80.71529,340.77,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.73,6.53,D
9.28584,80.72318,340.11,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.2,3.86,D
9.39429,80.28052,338.13,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,306.48,3.06,D
9.41306,80.4028,353.54,0.38,0.36,2026-08-31,807,N,VIIRS,n,2.0NRT,307.32,5.73,D
9.41691,80.40578,332.41,0.38,0.36,2026-08-31,807,N,VIIRS,l,2.0NRT,303.93,5.73,D
9.47052,78.63935,342.36,0.41,0.37,2026-08-31,807,N,VIIRS,l,2.0NRT,300.43,5.55,D
9.77185,78.36581,340.43,0.42,0.38,2026-08-31,807,N,VIIRS,n,2.0NRT,303.44,3.64,D
9.8061,77.88528,340.12,0.44,0.38,2026-08-31,807,N,VIIRS,l,2.0NRT,312.07,7.57,D
9.80675,77.88925,344.35,0.44,0.38,2026-08-31,807,N,VIIRS,l,2.0NRT,314.76,7.57,D
9.90981,78.52617,339.05,0.41,0.37,2026-08-31,807,N,VIIRS,l,2.0NRT,304.96,4.17,D
9.98556,77.43252,336.54,0.46,0.39,2026-08-31,807,N,VIIRS,l,2.0NRT,304.75,5.73,D
11.62862,78.61463,331.27,0.4,0.37,2026-08-31,807,N,VIIRS,l,2.0NRT,298.12,4.3,D
11.52704,77.24921,330.49,0.45,0.39,2026-08-31,809,N,VIIRS,l,2.0NRT,299.28,3.56,D
11.52934,77.24984,332.74,0.45,0.39,2026-08-31,809,N,VIIRS,n,2.0NRT,298.98,4.63,D
11.73493,77.98431,331.16,0.42,0.37,2026-08-31,809,N,VIIRS,n,2.0NRT,299.52,3.07,D
11.80935,77.92519,331.34,0.42,0.38,2026-08-31,809,N,VIIRS,l,2.0NRT,292.97,2.83,D
11.99381,79.54753,350.08,0.39,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,310.35,8.02,D
11.99713,79.547,346.13,0.39,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,308.36,8.02,D
12.05555,79.07794,330.89,0.39,0.36,2026-08-31,809,N,VIIRS,l,2.0NRT,302.51,2.96,D
12.58657,79.6415,349.15,0.38,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,307.62,4.02,D
13.40939,80.26858,339.14,0.39,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,301.29,2.09,D
13.81923,79.34404,351.56,0.38,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,293.93,13.51,D
14.47656,78.25895,335.97,0.39,0.36,2026-08-31,809,N,VIIRS,n,2.0NRT,296.94,5.87,D
27.71435,68.49007,350.78,0.5,0.49,2026-08-31,813,N,VIIRS,n,2.0NRT,304.87,28.78,D
28.12977,76.78864,335.41,0.39,0.36,2026-08-31,813,N,VIIRS,n,2.0NRT,296.53,2.37,D
31.1293,74.65489,341.05,0.39,0.36,2026-08-31,813,N,VIIRS,n,2.0NRT,298.33,4.79,D
31.3222,72.33394,341.28,0.43,0.38,2026-08-31,813,N,VIIRS,n,2.0NRT,301.15,8.52,D
31.37494,74.45004,346.78,0.39,0.36,2026-08-31,813,N,VIIRS,n,2.0NRT,300.46,6.1,D
28.34651,77.2308,309.35,0.41,0.37,2026-08-31,2038,N,VIIRS,n,2.0NRT,291.76,1.97,N
28.37152,77.22688,323.5,0.41,0.37,2026-08-31,2038,N,VIIRS,n,2.0NRT,289.42,1.55,N
29.4606,76.88784,308.38,0.43,0.38,2026-08-31,2038,N,VIIRS,n,2.0NRT,292.7,2.34,N
29.47525,76.859,314.13,0.43,0.38,2026-08-31,2038,N,VIIRS,n,2.0NRT,292.51,2.78,N
29.78555,91.60432,301.18,0.44,0.63,2026-08-31,2038,N,VIIRS,n,2.0NRT,279.53,1.24,N
32.5747,72.56332,308.45,0.5,0.49,2026-08-31,2038,N,VIIRS,n,2.0NRT,292.32,3.15,N
32.8878,71.61481,307.36,0.57,0.52,2026-08-31,2038,N,VIIRS,n,2.0NRT,292.4,3.59,N
32.88905,71.61505,307.79,0.57,0.52,2026-08-31,2038,N,VIIRS,n,2.0NRT,292.31,3.29,N
35.96856,68.68645,302.12,0.45,0.63,2026-08-31,2038,N,VIIRS,n,2.0NRT,291.06,0.58,N
21.10513,72.64378,330.75,0.54,0.42,2026-08-31,2040,N,VIIRS,n,2.0NRT,287.66,5.89,N
21.10902,72.64436,299.5,0.54,0.42,2026-08-31,2040,N,VIIRS,n,2.0NRT,284.52,1.6,N
22.3858,73.11745,305.2,0.53,0.42,2026-08-31,2040,N,VIIRS,n,2.0NRT,282.63,1.11,N
22.3882,73.11613,321.54,0.53,0.42,2026-08-31,2040,N,VIIRS,n,2.0NRT,282.49,2.6,N
22.38964,73.11803,318.73,0.53,0.42,2026-08-31,2040,N,VIIRS,n,2.0NRT,282.32,1.41,N
24.76271,74.60774,306.91,0.47,0.4,2026-08-31,2040,N,VIIRS,n,2.0NRT,281.39,1.26,N
24.76335,74.60571,303.34,0.47,0.4,2026-08-31,2040,N,VIIRS,n,2.0NRT,280.61,0.71,N
25.3894,68.57961,315.17,0.36,0.57,2026-08-31,2040,N,VIIRS,n,2.0NRT,293.42,1.29,N
27.71806,68.49272,313.32,0.39,0.59,2026-08-31,2040,N,VIIRS,n,2.0NRT,294.94,0.44,N
28.42419,69.70075,308.69,0.33,0.55,2026-08-31,2040,N,VIIRS,n,2.0NRT,296.56,0.87,N
15.1696,76.37997,296.09,0.39,0.36,2026-08-31,2042,N,VIIRS,n,2.0NRT,271.6,0.65,N
15.65919,73.98986,315.41,0.41,0.37,2026-08-31,2042,N,VIIRS,n,2.0NRT,289.55,1.8,N
17.06269,76.97835,306.39,0.39,0.36,2026-08-31,2042,N,VIIRS,n,2.0NRT,286.56,0.84,N
17.43479,74.96613,307.73,0.4,0.37,2026-08-31,2042,N,VIIRS,n,2.0NRT,289.13,0.74,N
18.42431,74.38948,307.81,0.42,0.38,2026-08-31,2042,N,VIIRS,n,2.0NRT,290.41,0.44,N
18.59601,74.25494,317.81,0.43,0.38,2026-08-31,2042,N,VIIRS,n,2.0NRT,290.26,1.7,N
18.68149,73.03835,311.06,0.48,0.4,2026-08-31,2042,N,VIIRS,n,2.0NRT,292.45,3.11,N
18.68213,73.03376,305.47,0.48,0.4,2026-08-31,2042,N,VIIRS,n,2.0NRT,292.44,1.93,N
18.68646,73.02973,306.48,0.48,0.4,2026-08-31,2042,N,VIIRS,n,2.0NRT,288.82,1.93,N
19.36855,71.35361,312.3,0.41,0.45,2026-08-31,2042,N,VIIRS,n,2.0NRT,291.62,2.17,N
7.39012,80.88872,318.01,0.51,0.49,2026-08-31,2044,N,VIIRS,n,2.0NRT,289.62,2.8,N
7.39378,80.89077,334.68,0.51,0.49,2026-08-31,2044,N,VIIRS,n,2.0NRT,290.36,4.23,N
7.39473,80.88899,324.22,0.51,0.49,2026-08-31,2044,N,VIIRS,n,2.0NRT,289.75,2.86,N
8.09268,80.79333,316.15,0.49,0.48,2026-08-31,2044,N,VIIRS,n,2.0NRT,292.86,1.9,N
8.11074,79.87141,312.18,0.42,0.45,2026-08-31,2044,N,VIIRS,n,2.0NRT,291.17,2.02,N
8.11138,79.86758,306.74,0.42,0.45,2026-08-31,2044,N,VIIRS,n,2.0NRT,291.83,2.42,N
8.11194,79.87071,322.48,0.42,0.45,2026-08-31,2044,N,VIIRS,n,2.0NRT,291.95,2.58,N
8.74017,78.09332,306.91,0.49,0.4,2026-08-31,2044,N,VIIRS,n,2.0NRT,294.39,0.38,N
10.41461,77.11382,305.75,0.43,0.38,2026-08-31,2044,N,VIIRS,n,2.0NRT,289.06,0.43,N
10.94284,78.06322,316.81,0.46,0.39,2026-08-31,2044,N,VIIRS,n,2.0NRT,294.36,1.41,N
11.08366,78.75399,311.37,0.5,0.41,2026-08-31,2044,N,VIIRS,n,2.0NRT,294.08,2.89,N
11.18313,79.09899,304.24,0.51,0.41,2026-08-31,2044,N,VIIRS,n,2.0NRT,283.87,0.5,N
11.80957,77.92274,309.05,0.44,0.39,2026-08-31,2044,N,VIIRS,n,2.0NRT,293.67,1.65,N
11.81027,77.91869,306.89,0.44,0.39,2026-08-31,2044,N,VIIRS,n,2.0NRT,292.03,2.44,N
11.81802,77.91586,308.19,0.44,0.39,2026-08-31,2044,N,VIIRS,n,2.0NRT,291.36,1.71,N
12.59783,77.8851,299.48,0.43,0.38,2026-08-31,2044,N,VIIRS,n,2.0NRT,281.77,0.27,N
12.60132,77.88569,308.19,0.43,0.38,2026-08-31,2044,N,VIIRS,n,2.0NRT,283.62,0.27,N
30.49261,67.17941,314.31,0.48,0.65,2026-08-31,2220,N,VIIRS,n,2.0NRT,289.2,2.11,N
6.19543,81.0187,334.15,0.39,0.44,2026-09-01,748,N,VIIRS,n,2.0NRT,296.73,3.17,D
6.23883,81.20638,330.31,0.38,0.43,2026-09-01,748,N,VIIRS,n,2.0NRT,298.18,1.23,D
6.32778,81.01263,342.68,0.39,0.44,2026-09-01,748,N,VIIRS,n,2.0NRT,298.03,2.71,D
6.33772,81.34603,334.53,0.56,0.43,2026-09-01,748,N,VIIRS,n,2.0NRT,296.73,7.75,D
6.33925,81.34753,335.71,0.56,0.43,2026-09-01,748,N,VIIRS,n,2.0NRT,296.64,4.21,D
6.35255,81.13854,342.55,0.39,0.44,2026-09-01,748,N,VIIRS,n,2.0NRT,298.76,3.16,D
6.39061,81.01627,348.9,0.39,0.44,2026-09-01,748,N,VIIRS,n,2.0NRT,298.11,5.79,D
6.411,81.08882,331.91,0.39,0.44,2026-09-01,748,N,VIIRS,n,2.0NRT,296.1,0.85,D
6.41308,81.00175,336.85,0.39,0.44,2026-09-01,748,N,VIIRS,n,2.0NRT,296.79,2.93,D
6.56763,80.98006,331.95,0.39,0.44,2026-09-01,748,N,VIIRS,n,2.0NRT,298.34,2.46,D
6.70304,81.54429,334.86,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,300.62,5.44,D
6.7111,81.59296,332.59,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,299.56,5.1,D
6.73593,81.59883,337.41,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,299.81,8.39,D
6.73672,81.60365,335.05,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,299.25,13.03,D
6.74266,81.51804,337.49,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,300.14,2.55,D
6.80369,81.52106,336.16,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,302.28,5.57,D
6.81535,81.51917,338.94,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,300.72,3.0,D
6.8355,81.49601,333.16,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,299.88,9.59,D
6.83939,81.49536,345.89,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,300.37,9.59,D
6.84047,81.57497,346.36,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,305.15,12.38,D
6.84425,81.54947,337.98,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,299.8,10.33,D
6.84813,81.54882,337.81,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,299.9,10.33,D
6.85314,81.40752,335.08,0.55,0.43,2026-09-01,748,N,VIIRS,n,2.0NRT,298.04,6.24,D
6.93935,81.63994,336.24,0.53,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,302.51,5.6,D
7.07303,81.20502,334.73,0.56,0.43,2026-09-01,748,N,VIIRS,n,2.0NRT,295.76,8.49,D
7.07577,81.20669,341.39,0.56,0.43,2026-09-01,748,N,VIIRS,n,2.0NRT,296.1,9.04,D
7.07607,81.5708,333.41,0.53,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,298.72,6.13,D
7.09516,81.44301,345.55,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,296.11,12.36,D
7.0955,81.44486,334.54,0.54,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,294.82,9.23,D
7.16827,81.57197,331.95,0.53,0.42,2026-09-01,748,N,VIIRS,n,2.0NRT,300.12,6.23,D
7.21606,81.76827,341.2,0.52,0.41,2026-09-01,748,N,VIIRS,l,2.0NRT,305.45,19.17,D
7.28933,81.79167,340.16,0.51,0.41,2026-09-01,748,N,VIIRS,n,2.0NRT,305.52,11.09,D
7.31592,81.76345,344.78,0.52,0.41,2026-09-01,748,N,VIIRS,n,2.0NRT,306.04,12.39,D
7.32506,81.74758,333.99,0.52,0.41,2026-09-01,748,N,VIIRS,l,2.0NRT,305.24,6.03,D
7.33726,81.72639,335.03,0.52,0.41,2026-09-01,748,N,VIIRS,l,2.0NRT,305.25,5.18,D
7.35682,81.82351,333.2,0.51,0.41,2026-09-01,748,N,VIIRS,l,2.0NRT,304.05,6.09,D
7.29757,81.14172,334.94,0.56,0.43,2026-09-01,750,N,VIIRS,n,2.0NRT,303.89,6.16,D
7.36199,81.50616,333.35,0.53,0.42,2026-09-01,750,N,VIIRS,n,2.0NRT,299.67,3.82,D
7.39489,81.77684,334.29,0.51,0.41,2026-09-01,750,N,VIIRS,l,2.0NRT,304.8,7.48,D
7.40997,81.6543,333.78,0.52,0.42,2026-09-01,750,N,VIIRS,l,2.0NRT,300.98,6.13,D
7.42719,81.31733,331.73,0.54,0.42,2026-09-01,750,N,VIIRS,l,2.0NRT,301.93,5.35,D
7.45584,81.64682,333.5,0.52,0.42,2026-09-01,750,N,VIIRS,l,2.0NRT,302.99,7.83,D
7.45856,81.64819,334.63,0.52,0.42,2026-09-01,750,N,VIIRS,l,2.0NRT,303.56,6.24,D
7.63038,81.58308,335.51,0.52,0.42,2026-09-01,750,N,VIIRS,l,2.0NRT,305.32,6.87,D
7.6342,81.58244,344.19,0.52,0.42,2026-09-01,750,N,VIIRS,n,2.0NRT,304.4,6.87,D
7.7604,81.24961,340.95,0.54,0.42,2026-09-01,750,N,VIIRS,n,2.0NRT,309.62,10.62,D
7.78377,80.22298,339.76,0.42,0.45,2026-09-01,750,N,VIIRS,n,2.0NRT,293.66,2.66,D
7.78867,80.81643,342.48,0.38,0.44,2026-09-01,750,N,VIIRS,n,2.0NRT,302.57,4.63,D
7.79142,81.55624,333.11,0.52,0.42,2026-09-01,750,N,VIIRS,l,2.0NRT,304.23,6.01,D
7.85497,80.34256,338.68,0.41,0.45,2026-09-01,750,N,VIIRS,n,2.0NRT,296.96,4.45,D
7.86408,81.44665,348.6,0.53,0.42,2026-09-01,750,N,VIIRS,n,2.0NRT,303.81,9.12,D
7.86625,81.44823,343.45,0.53,0.42,2026-09-01,750,N,VIIRS,n,2.0NRT,304.19,9.31,D
